"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT04","WT06","WT08","WT09"
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-18",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-19",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-20",,,,,"0.42",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-21",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-22",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-23",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-24",,,,,"0.26",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-25",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-26",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-27",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-28",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-29",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-30",,,,,"0.28",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-03-31",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-01",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-02",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-03",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-05",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-06",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-07",,,,,"0.20",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-08",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-09",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-10",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-11",,,,,"0.09",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-12",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-13",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-14",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-16",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-17",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-18",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-19",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-20",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-21",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-22",,,,,"0.16",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-23",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-24",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-25",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-04-30",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-01",,,,,"0.19",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-07",,,,,"0.90",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-08",,,,,"0.62",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-09",,,,,"0.19",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-10",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-11",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-12",,,,,"0.31",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-13",,,,,"0.03",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-14",,,,,"0.03",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-16",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-17",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-18",,,,,"0.17",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-23",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-24",,,,,"1.26",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-25",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-26",,,,,"0.07",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-27",,,,,"1.39",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-28",,,,,"1.69",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-29",,,,,"0.05",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-30",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-05-31",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-01",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-02",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-03",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-04",,,,,"0.99",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-05",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-06",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-07",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-08",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-09",,,,,"0.05",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-10",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-11",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-12",,,,,"0.23",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-13",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-14",,,,,"0.06",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-15",,,,,"0.72",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-16",,,,,"0.02",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-17",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-18",,,,,"0.04",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-19",,,,,"0.54",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-20",,,,,"0.01",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-21",,,,,"0.88",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-27",,,,,"0.17",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-28",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-29",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-06-30",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-01",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-02",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-03",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-04",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-05",,,,,"0.34",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-06",,,,,"0.16",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-07",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-08",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-09",,,,,"0.23",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-10",,,,,"0.03",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-11",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-12",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-13",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-14",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-15",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-16",,,,,"0.04",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-17",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-18",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-19",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-20",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-23",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-24",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-25",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-26",,,,,"0.00",,,,,,,,,,,,,,,,,,
"US10lanc043","LINCOLN 1.8 SE, NE US","40.77905","-96.647295",,"2019-07-27",,,,,"0.00",,,,,,,,,,,,,,,,,,
